Sentença	Id	Index	Granularidade	Documento
355	356	-1	1	PF apreende drogas no Porto de Santos
Polícia Federal deflagra segunda fase de Operação Denarius para combater crimes de moeda falsa	357	0	0	Polícia Federal deflagra segunda fase de Operação Denarius para combater crimes de moeda falsa
356	357	-1	1	Polícia Federal deflagra segunda fase de Operação Denarius para combater crimes de moeda falsa
Polícia Federal prende foragido da justiça uruguaia	358	0	0	Polícia Federal prende foragido da justiça uruguaia
357	358	-1	1	Polícia Federal prende foragido da justiça uruguaia
Polícia Federal apreende pneus estrangeiros em Missal PR	359	0	0	Polícia Federal apreende pneus estrangeiros em Missal PR
358	359	-1	1	Polícia Federal apreende pneus estrangeiros em Missal PR
Polícia Federal realiza operação de incineração de droga	360	0	0	Polícia Federal realiza operação de incineração de droga
359	360	-1	1	Polícia Federal realiza operação de incineração de droga
PF e BPFRON apreendem veículos com cigarros contrabandeados em Guaíra PR	361	0	0	PF e BPFRON apreendem veículos com cigarros contrabandeados em Guaíra PR
360	361	-1	1	PF e BPFRON apreendem veículos com cigarros contrabandeados em Guaíra PR
PF prende suspeito de fraudes à Caixa Econômica Federal	362	0	0	PF prende suspeito de fraudes à Caixa Econômica Federal
361	362	-1	1	PF prende suspeito de fraudes à Caixa Econômica Federal
PF, com o apoio da Polícia Militar PE, prende estrangeiro foragido da justiça portuguesa	363	0	0	PF , com o apoio da Polícia Militar PE , prende estrangeiro foragido da justiça portuguesa
362	363	-1	1	PF , com o apoio da Polícia Militar PE , prende estrangeiro foragido da justiça portuguesa
PF deflagra Operação Anóxia, para investigar possível fraude na concessão e recebimento de bolsas de estudo em universidade	364	0	0	PF deflagra Operação Anóxia , para investigar possível fraude na concessão e recebimento de bolsas de estudo em universidade
363	364	-1	1	PF deflagra Operação Anóxia , para investigar possível fraude na concessão e recebimento de bolsas de estudo em universidade
PF apreende 2 kg de cocaína no Aeroporto Internacional de São Paulo	365	0	0	PF apreende 2 kg de cocaína no Aeroporto Internacional de São Paulo
364	365	-1	1	PF apreende 2 kg de cocaína no Aeroporto Internacional de São Paulo
Polícia Federal investiga desvio de recursos do Fundo Eleitoral no Amapá	366	0	0	Polícia Federal investiga desvio de recursos do Fundo Eleitoral no Amapá
365	366	-1	1	Polícia Federal investiga desvio de recursos do Fundo Eleitoral no Amapá
Foragido da Justiça do Rio Grande do Sul	367	0	0	Foragido da Justiça do Rio Grande do Sul é extraditado do Uruguai para o Brasil
é extraditado do Uruguai para o Brasil	367	1	0	Foragido da Justiça do Rio Grande do Sul é extraditado do Uruguai para o Brasil
366	367	-1	1	Foragido da Justiça do Rio Grande do Sul é extraditado do Uruguai para o Brasil
Polícia Federal prende mulher especializada em realizar furtos em bagagens de passageiros em aeroportos	368	0	0	Polícia Federal prende mulher especializada em realizar furtos em bagagens de passageiros em aeroportos
367	368	-1	1	Polícia Federal prende mulher especializada em realizar furtos em bagagens de passageiros em aeroportos
PF deflagra 2 operações em Mato Grosso para combater comercialização ilegal de ouro	369	0	0	PF deflagra 2 operações em Mato Grosso para combater comercialização ilegal de ouro
368	369	-1	1	PF deflagra 2 operações em Mato Grosso para combater comercialização ilegal de ouro
PF combate tráfico internacional de drogas	370	0	0	PF combate tráfico internacional de drogas
369	370	-1	1	PF combate tráfico internacional de drogas
Polícia Federal deflagra operação para combater fraudes no Auxílio Emergencial e Precatórios Judiciais em Mato Grosso e em outros 11 Estados	371	0	0	Polícia Federal deflagra operação para combater fraudes no Auxílio Emergencial e Precatórios Judiciais em Mato Grosso e em outros 11 Estados
370	371	-1	1	Polícia Federal deflagra operação para combater fraudes no Auxílio Emergencial e Precatórios Judiciais em Mato Grosso e em outros 11 Estados
PF, em ação integrada, prende em flagrante um homem pela venda de medicamento de comercialização restrita	372	0	0	PF , em ação integrada , prende em flagrante um homem pela venda de medicamento de comercialização restrita
371	372	-1	1	PF , em ação integrada , prende em flagrante um homem pela venda de medicamento de comercialização restrita
PF apreende mais de R 90 mil na fronteira do Brasil com a Bolívia	373	0	0	PF apreende mais de R 90 mil na fronteira do Brasil com a Bolívia
372	373	-1	1	PF apreende mais de R 90 mil na fronteira do Brasil com a Bolívia
Polícia Federal apreende 440 kg de droga no Porto de Santos SP	374	0	0	Polícia Federal apreende 440 kg de droga no Porto de Santos SP
373	374	-1	1	Polícia Federal apreende 440 kg de droga no Porto de Santos SP
PF deflagra Operação Constantino para investigar invasões e queimadas em terras da União no Amazonas	375	0	0	PF deflagra Operação Constantino para investigar invasões e queimadas em terras da União no Amazonas
374	375	-1	1	PF deflagra Operação Constantino para investigar invasões e queimadas em terras da União no Amazonas
PF incinera 480 kg de drogas no Cariri	376	0	0	PF incinera 480 kg de drogas no Cariri
375	376	-1	1	PF incinera 480 kg de drogas no Cariri
Polícia Federal deflagra operação de combate ao tráfico de drogas na Bahia	377	0	0	Polícia Federal deflagra operação de combate ao tráfico de drogas na Bahia
376	377	-1	1	Polícia Federal deflagra operação de combate ao tráfico de drogas na Bahia
Polícia Federal deflagra a segunda fase da Operação Quinino	378	0	0	Polícia Federal deflagra a segunda fase da Operação Quinino
377	378	-1	1	Polícia Federal deflagra a segunda fase da Operação Quinino
Polícia Federal interrompe remessa de moeda falsa no Amapá	379	0	0	Polícia Federal interrompe remessa de moeda falsa no Amapá
378	379	-1	1	Polícia Federal interrompe remessa de moeda falsa no Amapá
PF combate furtos contra a Caixa Econômica Federal em Chapecó SC	380	0	0	PF combate furtos contra a Caixa Econômica Federal em Chapecó SC
379	380	-1	1	PF combate furtos contra a Caixa Econômica Federal em Chapecó SC
Polícia Federal realiza incursão de combate ao tráfico de drogas em Recife PE	381	0	0	Polícia Federal realiza incursão de combate ao tráfico de drogas em Recife PE
380	381	-1	1	Polícia Federal realiza incursão de combate ao tráfico de drogas em Recife PE
Polícia Federal desarticula organização criminosa voltada para o tráfico de drogas e fabricação de cédulas falsas	382	0	0	Polícia Federal desarticula organização criminosa voltada para o tráfico de drogas e fabricação de cédulas falsas
381	382	-1	1	Polícia Federal desarticula organização criminosa voltada para o tráfico de drogas e fabricação de cédulas falsas
PF e Receita apreendem droga dentro de bombons	383	0	0	PF e Receita apreendem droga dentro de bombons
382	383	-1	1	PF e Receita apreendem droga dentro de bombons
PF deflagra a Operação Athoótita para combater possível disseminação de pornografia infantil	384	0	0	PF deflagra a Operação Athoótita para combater possível disseminação de pornografia infantil
383	384	-1	1	PF deflagra a Operação Athoótita para combater possível disseminação de pornografia infantil
PF segue investigações sobre vacinas contra covid - 19 de origem ilícita	385	0	0	PF segue investigações sobre vacinas contra covid - 19 de origem ilícita
384	385	-1	1	PF segue investigações sobre vacinas contra covid - 19 de origem ilícita
PF prende em Pau dos Ferros suspeito de integrar facção criminosa no Rio Grande do Norte	386	0	0	PF prende em Pau dos Ferros suspeito de integrar facção criminosa no Rio Grande do Norte
385	386	-1	1	PF prende em Pau dos Ferros suspeito de integrar facção criminosa no Rio Grande do Norte
Polícia Federal realiza apreensão de droga no Porto de Santos SP	387	0	0	Polícia Federal realiza apreensão de droga no Porto de Santos SP
386	387	-1	1	Polícia Federal realiza apreensão de droga no Porto de Santos SP
PF e BPFRON apreende quatro veículos carregados com contrabando	388	0	0	PF e BPFRON apreende quatro veículos carregados com contrabando
387	388	-1	1	PF e BPFRON apreende quatro veículos carregados com contrabando
Polícia Federal apreende pistolas, fuzil e mais de 1 tonelada de cocaína no Porto de Santos SP	389	0	0	Polícia Federal apreende pistolas , fuzil e mais de 1 tonelada de cocaína no Porto de Santos SP
388	389	-1	1	Polícia Federal apreende pistolas , fuzil e mais de 1 tonelada de cocaína no Porto de Santos SP
Polícia Federal prende traficante de armas e drogas procurado pela INTERPOL	390	0	0	Polícia Federal prende traficante de armas e drogas procurado pela INTERPOL
389	390	-1	1	Polícia Federal prende traficante de armas e drogas procurado pela INTERPOL
PF deflagra segunda fase da Operação Aversa contra o tráfico de drogas em Campo Grande MS	391	0	0	PF deflagra segunda fase da Operação Aversa contra o tráfico de drogas em Campo Grande MS
390	391	-1	1	PF deflagra segunda fase da Operação Aversa contra o tráfico de drogas em Campo Grande MS
Polícia Federal apreende cerca de R 430 mil na fronteira com o Uruguai	392	0	0	Polícia Federal apreende cerca de R 430 mil na fronteira com o Uruguai
391	392	-1	1	Polícia Federal apreende cerca de R 430 mil na fronteira com o Uruguai
Polícia Federal combate o tráfico de drogas na fronteira com o Uruguai	393	0	0	Polícia Federal combate o tráfico de drogas na fronteira com o Uruguai
392	393	-1	1	Polícia Federal combate o tráfico de drogas na fronteira com o Uruguai
Operação Recôndito apura desvio de recursos públicos federais destinados ao combate do Coronavírus	394	0	0	Operação Recôndito apura desvio de recursos públicos federais destinados ao combate do Coronavírus
393	394	-1	1	Operação Recôndito apura desvio de recursos públicos federais destinados ao combate do Coronavírus
PF combate armazenamento e divulgação de imagens e vídeos de exploração sexual de crianças e adolescentes pela internet	395	0	0	PF combate armazenamento e divulgação de imagens e vídeos de exploração sexual de crianças e adolescentes pela internet
394	395	-1	1	PF combate armazenamento e divulgação de imagens e vídeos de exploração sexual de crianças e adolescentes pela internet
Polícia Federal reprime crimes contra os Correios no Amapá	396	0	0	Polícia Federal reprime crimes contra os Correios no Amapá
395	396	-1	1	Polícia Federal reprime crimes contra os Correios no Amapá
PF desarticula esquema de concessão de decisões judiciais irregulares no Rio de Janeiro	397	0	0	PF desarticula esquema de concessão de decisões judiciais irregulares no Rio de Janeiro
396	397	-1	1	PF desarticula esquema de concessão de decisões judiciais irregulares no Rio de Janeiro
Polícia Federal realiza a prisão de uma pessoa por tráfico de drogas	398	0	0	Polícia Federal realiza a prisão de uma pessoa por tráfico de drogas
397	398	-1	1	Polícia Federal realiza a prisão de uma pessoa por tráfico de drogas
Polícia Federal resgata vítimas do tráfico de pessoas na Bolívia	399	0	0	Polícia Federal resgata vítimas do tráfico de pessoas na Bolívia
398	399	-1	1	Polícia Federal resgata vítimas do tráfico de pessoas na Bolívia
A Polícia Federal deflagra Operação Mitra para reprimir o porte ilegal de arma de fogo no Acre	400	0	0	A Polícia Federal deflagra Operação Mitra para reprimir o porte ilegal de arma de fogo no Acre
399	400	-1	1	A Polícia Federal deflagra Operação Mitra para reprimir o porte ilegal de arma de fogo no Acre
PF deflagra Operação Apacheta no Maranhão	401	0	0	PF deflagra Operação Apacheta no Maranhão
400	401	-1	1	PF deflagra Operação Apacheta no Maranhão
Polícia Federal localiza menor raptada em Valparaíso de Goiás	402	0	0	Polícia Federal localiza menor raptada em Valparaíso de Goiás GO
GO	402	1	0	Polícia Federal localiza menor raptada em Valparaíso de Goiás GO
401	402	-1	1	Polícia Federal localiza menor raptada em Valparaíso de Goiás GO
PF prende homem por tráfico internacional de drogas	403	0	0	PF prende homem por tráfico internacional de drogas
402	403	-1	1	PF prende homem por tráfico internacional de drogas
PF e BPFRON estoura depósito milionário de contrabando	404	0	0	PF e BPFRON estoura depósito milionário de contrabando
403	404	-1	1	PF e BPFRON estoura depósito milionário de contrabando
PF deflagra operação de combate a fraudes no auxílio emergencial cometidas por servidores públicos	405	0	0	PF deflagra operação de combate a fraudes no auxílio emergencial cometidas por servidores públicos
404	405	-1	1	PF deflagra operação de combate a fraudes no auxílio emergencial cometidas por servidores públicos
Policiais federais, civis COPE PR e militares BPFRON	406	0	0	Policiais federais , civis COPE PR e militares BPFRON cumprem mandado de prisão pelo crime de tráfico de drogas , em Itaipulândia
cumprem mandado de prisão pelo crime de tráfico de drogas, em Itaipulândia	406	1	0	Policiais federais , civis COPE PR e militares BPFRON cumprem mandado de prisão pelo crime de tráfico de drogas , em Itaipulândia
405	406	-1	1	Policiais federais , civis COPE PR e militares BPFRON cumprem mandado de prisão pelo crime de tráfico de drogas , em Itaipulândia
PF,	407	0	0	PF , em ação conjunta com a Receita , apreende droga dentro de cosméticos
em ação conjunta com a Receita, apreende droga dentro de cosméticos	407	1	0	PF , em ação conjunta com a Receita , apreende droga dentro de cosméticos
406	407	-1	1	PF , em ação conjunta com a Receita , apreende droga dentro de cosméticos
Polícia Federal e APPA realizam fiscalização ambiental no Porto de Paranaguá	408	0	0	Polícia Federal e APPA realizam fiscalização ambiental no Porto de Paranaguá
407	408	-1	1	Polícia Federal e APPA realizam fiscalização ambiental no Porto de Paranaguá
PF desarticula associação criminosa voltada para a prática de crimes ambientais e agrários em terras da União	409	0	0	PF desarticula associação criminosa voltada para a prática de crimes ambientais e agrários em terras da União
408	409	-1	1	PF desarticula associação criminosa voltada para a prática de crimes ambientais e agrários em terras da União
Polícia Federal prende em flagrante negociador de diamantes	410	0	0	Polícia Federal prende em flagrante negociador de diamantes
409	410	-1	1	Polícia Federal prende em flagrante negociador de diamantes
PF apreende droga dentro de adega para vinhos	411	0	0	PF apreende droga dentro de adega para vinhos
410	411	-1	1	PF apreende droga dentro de adega para vinhos
FICCO - UBERABA, GFRON, PMMT e COD - PM GO apreendem mais de 26 kg de pasta base de cocaína	412	0	0	FICCO - UBERABA , GFRON , PMMT e COD - PM GO apreendem mais de 26 kg de pasta base de cocaína
411	412	-1	1	FICCO - UBERABA , GFRON , PMMT e COD - PM GO apreendem mais de 26 kg de pasta base de cocaína
A Polícia Federal apreendeu 250 quilos de cocaína em Ponta Porã MS	413	0	0	A Polícia Federal apreendeu 250 quilos de cocaína em Ponta Porã MS
412	413	-1	1	A Polícia Federal apreendeu 250 quilos de cocaína em Ponta Porã MS
PF prende foragido por tráfico internacional de drogas	414	0	0	PF prende foragido por tráfico internacional de drogas
413	414	-1	1	PF prende foragido por tráfico internacional de drogas
PF apreende cocaína dentro de edredons	415	0	0	PF apreende cocaína dentro de edredons
414	415	-1	1	PF apreende cocaína dentro de edredons
Polícia Federal apreende mais de 3, 5kg de cocaína em dois aeroportos do Amazonas	416	0	0	Polícia Federal apreende mais de 3 , 5 kg de cocaína em dois aeroportos do Amazonas
415	416	-1	1	Polícia Federal apreende mais de 3 , 5 kg de cocaína em dois aeroportos do Amazonas
PF apreende carretas com 60 m de madeira em porto de Manaus	417	0	0	PF apreende carretas com 60 m de madeira em porto de Manaus
416	417	-1	1	PF apreende carretas com 60 m de madeira em porto de Manaus
Polícia Federal esclarece sobre prazos migratórios	418	0	0	Polícia Federal esclarece sobre prazos migratórios
417	418	-1	1	Polícia Federal esclarece sobre prazos migratórios
PF deflagrou a Operação Expresso 155 de combate tráfico de drogas interestadual	419	0	0	PF deflagrou a Operação Expresso 155 de combate tráfico de drogas interestadual
418	419	-1	1	PF deflagrou a Operação Expresso 155 de combate tráfico de drogas interestadual
PF deflagra segunda fase da Operação Aversa contra o tráfico de drogas em Campo Grande MS	420	0	0	PF deflagra segunda fase da Operação Aversa contra o tráfico de drogas em Campo Grande MS
419	420	-1	1	PF deflagra segunda fase da Operação Aversa contra o tráfico de drogas em Campo Grande MS
Polícia Federal apreende mais de R 250 mil em moeda falsa	421	0	0	Polícia Federal apreende mais de R 250 mil em moeda falsa
420	421	-1	1	Polícia Federal apreende mais de R 250 mil em moeda falsa
Polícia Federal combate contrabando em Campinas	422	0	0	Polícia Federal combate contrabando em Campinas
421	422	-1	1	Polícia Federal combate contrabando em Campinas
Polícia Federal deflagra Operação	423	0	0	Polícia Federal deflagra Operação Quarta Parcela no combate a fraudes contra benefícios emergenciais
Quarta	423	1	0	Polícia Federal deflagra Operação Quarta Parcela no combate a fraudes contra benefícios emergenciais
Parcela no combate a fraudes contra benefícios emergenciais	423	2	0	Polícia Federal deflagra Operação Quarta Parcela no combate a fraudes contra benefícios emergenciais
422	423	-1	1	Polícia Federal deflagra Operação Quarta Parcela no combate a fraudes contra benefícios emergenciais
Polícia Federal desarticula facção criminosa estabelecida na região da Serra Gaúcha	424	0	0	Polícia Federal desarticula facção criminosa estabelecida na região da Serra Gaúcha
423	424	-1	1	Polícia Federal desarticula facção criminosa estabelecida na região da Serra Gaúcha
Polícia Federal cumpre mais um mandado de prisão preventiva referente à Operação Enterprise	425	0	0	Polícia Federal cumpre mais um mandado de prisão preventiva referente à Operação Enterprise
424	425	-1	1	Polícia Federal cumpre mais um mandado de prisão preventiva referente à Operação Enterprise
Operação Estoque	426	0	0	Operação Estoque Zero investiga irregularidades na utilização recursos destinados ao combate da pandemia de Covid - 19
Zero	426	1	0	Operação Estoque Zero investiga irregularidades na utilização recursos destinados ao combate da pandemia de Covid - 19
investiga irregularidades na utilização recursos destinados ao combate da pandemia de Covid -	426	2	0	Operação Estoque Zero investiga irregularidades na utilização recursos destinados ao combate da pandemia de Covid - 19
19	426	3	0	Operação Estoque Zero investiga irregularidades na utilização recursos destinados ao combate da pandemia de Covid - 19
425	426	-1	1	Operação Estoque Zero investiga irregularidades na utilização recursos destinados ao combate da pandemia de Covid - 19
PF investiga grupo criminoso que cobrava para influir em órgãos públicos no DF	427	0	0	PF investiga grupo criminoso que cobrava para influir em órgãos públicos no DF
426	427	-1	1	PF investiga grupo criminoso que cobrava para influir em órgãos públicos no DF
Polícia Federal deflagra Operação	428	0	0	Polícia Federal deflagra Operação Ossobuco para investigar fraudes em contratos firmados entre empresas e hospitais federais sediados no Rio de Janeiro
Ossobuco	428	1	0	Polícia Federal deflagra Operação Ossobuco para investigar fraudes em contratos firmados entre empresas e hospitais federais sediados no Rio de Janeiro
para investigar fraudes em contratos firmados entre empresas e hospitais federais sediados no Rio de Janeiro	428	2	0	Polícia Federal deflagra Operação Ossobuco para investigar fraudes em contratos firmados entre empresas e hospitais federais sediados no Rio de Janeiro
427	428	-1	1	Polícia Federal deflagra Operação Ossobuco para investigar fraudes em contratos firmados entre empresas e hospitais federais sediados no Rio de Janeiro
Operação Escambo investiga envolvido em tráfico de drogas e receptação de motocicletas roubadas em Rondônia	429	0	0	Operação Escambo investiga envolvido em tráfico de drogas e receptação de motocicletas roubadas em Rondônia
428	429	-1	1	Operação Escambo investiga envolvido em tráfico de drogas e receptação de motocicletas roubadas em Rondônia
PF deflagra Operação Olho da Providência para combater desmatamento e invasões de terras públicas no Acre	430	0	0	PF deflagra Operação Olho da Providência para combater desmatamento e invasões de terras públicas no Acre
429	430	-1	1	PF deflagra Operação Olho da Providência para combater desmatamento e invasões de terras públicas no Acre
Polícia Federal enfrenta núcleo de facção criminosa no Amapá	431	0	0	Polícia Federal enfrenta núcleo de facção criminosa no Amapá
430	431	-1	1	Polícia Federal enfrenta núcleo de facção criminosa no Amapá
PF apreende caminhão com mais de 7 toneladas de maconha em Ponta Porã MS	432	0	0	PF apreende caminhão com mais de 7 toneladas de maconha em Ponta Porã MS
431	432	-1	1	PF apreende caminhão com mais de 7 toneladas de maconha em Ponta Porã MS
PF apreende mais de 2 kg de droga em voo para a frica do Sul	433	0	0	PF apreende mais de 2 kg de droga em voo para a frica do Sul
432	433	-1	1	PF apreende mais de 2 kg de droga em voo para a frica do Sul
PF recupera objeto furtado da UFRN e apreende dinheiro falso em Natal	434	0	0	PF recupera objeto furtado da UFRN e apreende dinheiro falso em Natal
433	434	-1	1	PF recupera objeto furtado da UFRN e apreende dinheiro falso em Natal
Operação Cara Grande desativa casas de câmbio que atuavam clandestinamente	435	0	0	Operação Cara Grande desativa casas de câmbio que atuavam clandestinamente
434	435	-1	1	Operação Cara Grande desativa casas de câmbio que atuavam clandestinamente
Polícia Federal apreende 3 kg de skunk no Aeroporto Internacional dos Guararapes, em Pernambuco	436	0	0	Polícia Federal apreende 3 kg de skunk no Aeroporto Internacional dos Guararapes , em Pernambuco
435	436	-1	1	Polícia Federal apreende 3 kg de skunk no Aeroporto Internacional dos Guararapes , em Pernambuco
PF combate a prática ilegal de retenção de cartão de benefícios sociais e previdenciários de indígenas	437	0	0	PF combate a prática ilegal de retenção de cartão de benefícios sociais e previdenciários de indígenas
436	437	-1	1	PF combate a prática ilegal de retenção de cartão de benefícios sociais e previdenciários de indígenas
Polícia Federal combate prática de jogos de azar, lavagem de dinheiro e evasão de divisas	438	0	0	Polícia Federal combate prática de jogos de azar , lavagem de dinheiro e evasão de divisas
437	438	-1	1	Polícia Federal combate prática de jogos de azar , lavagem de dinheiro e evasão de divisas
Polícia Federal realiza apoio ao IBAMA em operação contra exploração de madeira em área protegida em Ponta Porã MS	439	0	0	Polícia Federal realiza apoio ao IBAMA em operação contra exploração de madeira em área protegida em Ponta Porã MS
438	439	-1	1	Polícia Federal realiza apoio ao IBAMA em operação contra exploração de madeira em área protegida em Ponta Porã MS
PF desarticula esquema criminoso de venda de moedas falsas no Pará	440	0	0	PF desarticula esquema criminoso de venda de moedas falsas no Pará
439	440	-1	1	PF desarticula esquema criminoso de venda de moedas falsas no Pará
Polícia Federal investiga suspeito de compartilhar pela internet	441	0	0	Polícia Federal investiga suspeito de compartilhar pela internet imagens contendo abuso de criança
imagens contendo abuso de criança	441	1	0	Polícia Federal investiga suspeito de compartilhar pela internet imagens contendo abuso de criança
440	441	-1	1	Polícia Federal investiga suspeito de compartilhar pela internet imagens contendo abuso de criança
Polícia Federal deflagra Operação Shalom para investigar crimes de racismo veiculados na internet	442	0	0	Polícia Federal deflagra Operação Shalom para investigar crimes de racismo veiculados na internet
441	442	-1	1	Polícia Federal deflagra Operação Shalom para investigar crimes de racismo veiculados na internet
Polícia Federal deflagra a Operação Nocivum contra fraudes a benefícios previdenciários na Bahia	443	0	0	Polícia Federal deflagra a Operação Nocivum contra fraudes a benefícios previdenciários na Bahia
442	443	-1	1	Polícia Federal deflagra a Operação Nocivum contra fraudes a benefícios previdenciários na Bahia
PF, com apoio da Receita Federal, do Ibama e da Marinha, realiza fiscalização em porto de Belém PA	444	0	0	PF , com apoio da Receita Federal , do Ibama e da Marinha , realiza fiscalização em porto de Belém PA
443	444	-1	1	PF , com apoio da Receita Federal , do Ibama e da Marinha , realiza fiscalização em porto de Belém PA
Polícia Federal prende foragido da Operação Enterprise	445	0	0	Polícia Federal prende foragido da Operação Enterprise
444	445	-1	1	Polícia Federal prende foragido da Operação Enterprise
PF deflagra Operação Expurgo	446	0	0	PF deflagra Operação Expurgo 2
2	446	1	0	PF deflagra Operação Expurgo 2
445	446	-1	1	PF deflagra Operação Expurgo 2
Polícia Federal deflagra operação Kindergarten para combater desvios de recursos públicos da educação no oeste baiano	447	0	0	Polícia Federal deflagra operação Kindergarten para combater desvios de recursos públicos da educação no oeste baiano
446	447	-1	1	Polícia Federal deflagra operação Kindergarten para combater desvios de recursos públicos da educação no oeste baiano
PF deflagra Operação Onda	448	0	0	PF deflagra Operação Onda Certa no Rio de Janeiro
Certa no Rio de Janeiro	448	1	0	PF deflagra Operação Onda Certa no Rio de Janeiro
447	448	-1	1	PF deflagra Operação Onda Certa no Rio de Janeiro
PF deflagra a Operação Integração II investiga membros de organização criminosa que atuam no tráfico de entorpecentes	449	0	0	PF deflagra a Operação Integração II investiga membros de organização criminosa que atuam no tráfico de entorpecentes
448	449	-1	1	PF deflagra a Operação Integração II investiga membros de organização criminosa que atuam no tráfico de entorpecentes
PF deflagra Operação	450	0	0	PF deflagra Operação Pente Fino no Rio de Janeiro
Pente	450	1	0	PF deflagra Operação Pente Fino no Rio de Janeiro
Fino	450	2	0	PF deflagra Operação Pente Fino no Rio de Janeiro
no Rio de Janeiro	450	3	0	PF deflagra Operação Pente Fino no Rio de Janeiro
449	450	-1	1	PF deflagra Operação Pente Fino no Rio de Janeiro
Laboratório clandestino de drogas sintéticas é descoberto e desativado pela polícia	451	0	0	Laboratório clandestino de drogas sintéticas é descoberto e desativado pela polícia
450	451	-1	1	Laboratório clandestino de drogas sintéticas é descoberto e desativado pela polícia
Polícia Federal, em ação conjunta com o Exército, desocupam garimpo em Mato Grosso	452	0	0	Polícia Federal , em ação conjunta com o Exército , desocupam garimpo em Mato Grosso
451	452	-1	1	Polícia Federal , em ação conjunta com o Exército , desocupam garimpo em Mato Grosso
Polícia Federal apreende mais de 36 quilos de droga no Aeroporto de Rio Branco	453	0	0	Polícia Federal apreende mais de 36 quilos de droga no Aeroporto de Rio Branco
452	453	-1	1	Polícia Federal apreende mais de 36 quilos de droga no Aeroporto de Rio Branco
PF incinera aproximadamente 4 toneladas de drogas	454	0	0	PF incinera aproximadamente 4 toneladas de drogas
453	454	-1	1	PF incinera aproximadamente 4 toneladas de drogas
PF apreende caminhão e embarcação carregados com cigarros contrabandeados	455	0	0	PF apreende caminhão e embarcação carregados com cigarros contrabandeados
454	455	-1	1	PF apreende caminhão e embarcação carregados com cigarros contrabandeados
Polícia Federal cumpre mandados em investigação sobre comercialização ilegal de anabolizantes	456	0	0	Polícia Federal cumpre mandados em investigação sobre comercialização ilegal de anabolizantes
455	456	-1	1	Polícia Federal cumpre mandados em investigação sobre comercialização ilegal de anabolizantes
PF deflagra Operação Sagres no Rio de Janeiro	457	0	0	PF deflagra Operação Sagres no Rio de Janeiro
456	457	-1	1	PF deflagra Operação Sagres no Rio de Janeiro
Polícia Federal fecha laboratório de falsificação de cédulas no Ceará	458	0	0	Polícia Federal fecha laboratório de falsificação de cédulas no Ceará
457	458	-1	1	Polícia Federal fecha laboratório de falsificação de cédulas no Ceará
PF deflagra a terceira fase da Operação Pedágio	459	0	0	PF deflagra a terceira fase da Operação Pedágio
458	459	-1	1	PF deflagra a terceira fase da Operação Pedágio
Polícia Federal deflagra operação de combate a fraudes no Auxílio Emergencial na Bahia	460	0	0	Polícia Federal deflagra operação de combate a fraudes no Auxílio Emergencial na Bahia
459	460	-1	1	Polícia Federal deflagra operação de combate a fraudes no Auxílio Emergencial na Bahia
Polícia Federal deflagra operação contra furtos praticados por organização criminosa em aeroporto de Minas Gerais	461	0	0	Polícia Federal deflagra operação contra furtos praticados por organização criminosa em aeroporto de Minas Gerais
460	461	-1	1	Polícia Federal deflagra operação contra furtos praticados por organização criminosa em aeroporto de Minas Gerais
PF e BPFRON apreendem um veículo carregado com insumos para suplemento	462	0	0	PF e BPFRON apreendem um veículo carregado com insumos para suplemento
461	462	-1	1	PF e BPFRON apreendem um veículo carregado com insumos para suplemento
Polícia Federal conclui Operação Fusarium I de erradicação de maconha	463	0	0	Polícia Federal conclui Operação Fusarium I de erradicação de maconha
462	463	-1	1	Polícia Federal conclui Operação Fusarium I de erradicação de maconha
PF prende mulher que transportava pedras preciosas ocultadas em seu corpo	464	0	0	PF prende mulher que transportava pedras preciosas ocultadas em seu corpo
463	464	-1	1	PF prende mulher que transportava pedras preciosas ocultadas em seu corpo
PF e Receita apreendem 15 kg de cocaína transportadas por estrangeiros no Aeroporto Internacional de São Paulo	465	0	0	PF e Receita apreendem 15 kg de cocaína transportadas por estrangeiros no Aeroporto Internacional de São Paulo
464	465	-1	1	PF e Receita apreendem 15 kg de cocaína transportadas por estrangeiros no Aeroporto Internacional de São Paulo
Polícia Federal deflagra nova etapa da Operação Egypto, denominada	466	0	0	Polícia Federal deflagra nova etapa da Operação Egypto , denominada Fractais
Fractais	466	1	0	Polícia Federal deflagra nova etapa da Operação Egypto , denominada Fractais
465	466	-1	1	Polícia Federal deflagra nova etapa da Operação Egypto , denominada Fractais
Polícia Federal deflagra Operação	467	0	0	Polícia Federal deflagra Operação Destilados contra o descaminho de bebidas na fronteira com o Uruguai
Destilados contra o descaminho de bebidas na fronteira com o Uruguai	467	1	0	Polícia Federal deflagra Operação Destilados contra o descaminho de bebidas na fronteira com o Uruguai
466	467	-1	1	Polícia Federal deflagra Operação Destilados contra o descaminho de bebidas na fronteira com o Uruguai
PF e Exército Brasileiro apreendem embarcação carregada com cigarros paraguaios	468	0	0	PF e Exército Brasileiro apreendem embarcação carregada com cigarros paraguaios
467	468	-1	1	PF e Exército Brasileiro apreendem embarcação carregada com cigarros paraguaios
Polícia Federal cumpre mandado de prisão expedido pelo STF	469	0	0	Polícia Federal cumpre mandado de prisão expedido pelo STF
468	469	-1	1	Polícia Federal cumpre mandado de prisão expedido pelo STF
